Frequency [MHz],|S0-2| [-],|S1-2| [-],|S2-2| [-],|S3-2| [-],Arg(S0-2) [rad],Arg(S1-2) [rad],Arg(S2-2) [rad],Arg(S3-2) [rad],Delay 2>0 [s],Delay 2>1 [s],Delay 2>2 [s],Delay 2>3 [s],|Z2| [Ohm],Arg(Z2) [rad]
2.000000e+02, 3.296884e-02, 4.277818e-03, 7.384070e-02, 8.601127e-01, 9.369742e-01, -1.550765e+00, 2.868384e-01, -5.799578e-01, 5.726306e-10, 6.644020e-10, -1.939948e-11, 4.653202e-10, 5.761862e+01, 4.198657e-02
2.038000e+02, 3.343691e-02, 4.352948e-03, 7.428499e-02, 8.600281e-01, 9.233020e-01, -1.566628e+00, 2.873016e-01, -5.910679e-01, 5.706836e-10, 6.610012e-10, -1.783117e-11, 4.650477e-10, 5.766679e+01, 4.230794e-02
2.076000e+02, 3.389830e-02, 4.427739e-03, 7.473913e-02, 8.599460e-01, 9.096763e-01, -1.582410e+00, 2.877273e-01, -6.021714e-01, 5.685416e-10, 6.577224e-10, -1.601728e-11, 4.647093e-10, 5.771617e+01, 4.263043e-02
2.114000e+02, 3.435315e-02, 4.502200e-03, 7.520296e-02, 8.598642e-01, 8.961018e-01, -1.598114e+00, 2.881098e-01, -6.132668e-01, 5.666237e-10, 6.545604e-10, -1.396530e-11, 4.643990e-10, 5.776678e+01, 4.295303e-02
2.152000e+02, 3.480146e-02, 4.576320e-03, 7.567635e-02, 8.597834e-01, 8.825730e-01, -1.613742e+00, 2.884432e-01, -6.243549e-01, 5.643265e-10, 6.515166e-10, -1.171981e-11, 4.641444e-10, 5.781860e+01, 4.327475e-02
2.190000e+02, 3.524318e-02, 4.650095e-03, 7.615927e-02, 8.597034e-01, 8.690991e-01, -1.629298e+00, 2.887230e-01, -6.354368e-01, 5.622690e-10, 6.485585e-10, -9.266077e-12, 4.638869e-10, 5.787165e+01, 4.359478e-02
2.228000e+02, 3.567845e-02, 4.723522e-03, 7.665147e-02, 8.596255e-01, 8.556743e-01, -1.644783e+00, 2.889442e-01, -6.465127e-01, 5.600962e-10, 6.457042e-10, -6.647830e-12, 4.636058e-10, 5.792594e+01, 4.391212e-02
2.266000e+02, 3.610724e-02, 4.796587e-03, 7.715284e-02, 8.595484e-01, 8.423014e-01, -1.660200e+00, 2.891030e-01, -6.575818e-01, 5.578922e-10, 6.429501e-10, -3.804111e-12, 4.633200e-10, 5.798145e+01, 4.422597e-02
2.304000e+02, 3.652946e-02, 4.869292e-03, 7.766334e-02, 8.594735e-01, 8.289811e-01, -1.675551e+00, 2.891938e-01, -6.686440e-01, 5.556699e-10, 6.402605e-10, -8.912848e-13, 4.630802e-10, 5.803822e+01, 4.453533e-02
2.342000e+02, 3.694513e-02, 4.941632e-03, 7.818268e-02, 8.593990e-01, 8.157138e-01, -1.690838e+00, 2.892151e-01, -6.797006e-01, 5.534283e-10, 6.376530e-10, 2.234367e-12, 4.628341e-10, 5.809621e+01, 4.483959e-02
2.380000e+02, 3.735428e-02, 5.013607e-03, 7.871082e-02, 8.593265e-01, 8.025001e-01, -1.706063e+00, 2.891617e-01, -6.907513e-01, 5.512462e-10, 6.351344e-10, 5.484353e-12, 4.626417e-10, 5.815544e+01, 4.513776e-02
2.418000e+02, 3.775697e-02, 5.085199e-03, 7.924754e-02, 8.592557e-01, 7.893385e-01, -1.721227e+00, 2.890308e-01, -7.017973e-01, 5.490411e-10, 6.326729e-10, 8.853297e-12, 4.623973e-10, 5.821591e+01, 4.542902e-02
2.456000e+02, 3.815306e-02, 5.156418e-03, 7.979265e-02, 8.591859e-01, 7.762295e-01, -1.736333e+00, 2.888194e-01, -7.128376e-01, 5.466617e-10, 6.302840e-10, 1.235079e-11, 4.621797e-10, 5.827760e+01, 4.571258e-02
2.494000e+02, 3.854266e-02, 5.227242e-03, 8.034602e-02, 8.591191e-01, 7.631774e-01, -1.751382e+00, 2.885245e-01, -7.238726e-01, 5.444906e-10, 6.279474e-10, 1.595656e-11, 4.620066e-10, 5.834053e+01, 4.598764e-02
2.532000e+02, 3.892583e-02, 5.297688e-03, 8.090747e-02, 8.590523e-01, 7.501771e-01, -1.766375e+00, 2.881435e-01, -7.349036e-01, 5.423016e-10, 6.256674e-10, 1.965104e-11, 4.617574e-10, 5.840469e+01, 4.625338e-02
2.570000e+02, 3.930239e-02, 5.367733e-03, 8.147668e-02, 8.589884e-01, 7.372290e-01, -1.781313e+00, 2.876743e-01, -7.459285e-01, 5.400075e-10, 6.234138e-10, 2.342437e-11, 4.616268e-10, 5.847005e+01, 4.650901e-02
2.608000e+02, 3.967248e-02, 5.437371e-03, 8.205368e-02, 8.589258e-01, 7.243358e-01, -1.796198e+00, 2.871151e-01, -7.569504e-01, 5.378514e-10, 6.213283e-10, 2.726354e-11, 4.614136e-10, 5.853663e+01, 4.675392e-02
2.646000e+02, 4.003593e-02, 5.506610e-03, 8.263809e-02, 8.588657e-01, 7.114940e-01, -1.811033e+00, 2.864641e-01, -7.679671e-01, 5.355743e-10, 6.191304e-10, 3.125598e-11, 4.612519e-10, 5.860440e+01, 4.698730e-02
2.684000e+02, 4.039300e-02, 5.575438e-03, 8.322977e-02, 8.588067e-01, 6.987065e-01, -1.825815e+00, 2.857178e-01, -7.789800e-01, 5.334326e-10, 6.170687e-10, 3.523760e-11, 4.610753e-10, 5.867337e+01, 4.720816e-02
2.722000e+02, 4.074348e-02, 5.643838e-03, 8.382860e-02, 8.587499e-01, 6.859702e-01, -1.840548e+00, 2.848765e-01, -7.899887e-01, 5.312561e-10, 6.150642e-10, 3.927436e-11, 4.609170e-10, 5.874353e+01, 4.741609e-02
2.760000e+02, 4.108742e-02, 5.711833e-03, 8.443419e-02, 8.586947e-01, 6.732859e-01, -1.855234e+00, 2.839388e-01, -8.009936e-01, 5.290423e-10, 6.130070e-10, 4.335739e-11, 4.607767e-10, 5.881485e+01, 4.761027e-02
2.798000e+02, 4.142487e-02, 5.779388e-03, 8.504649e-02, 8.586415e-01, 6.606544e-01, -1.869870e+00, 2.829036e-01, -8.119952e-01, 5.269492e-10, 6.110792e-10, 4.756394e-11, 4.606558e-10, 5.888733e+01, 4.779011e-02
2.836000e+02, 4.175574e-02, 5.846525e-03, 8.566528e-02, 8.585896e-01, 6.480730e-01, -1.884460e+00, 2.817679e-01, -8.229938e-01, 5.247363e-10, 6.090916e-10, 5.170881e-11, 4.604475e-10, 5.896096e+01, 4.795459e-02
2.874000e+02, 4.208009e-02, 5.913216e-03, 8.629016e-02, 8.585401e-01, 6.355443e-01, -1.899003e+00, 2.805333e-01, -8.339875e-01, 5.227579e-10, 6.072119e-10, 5.589242e-11, 4.603640e-10, 5.903571e+01, 4.810332e-02
2.912000e+02, 4.239799e-02, 5.979459e-03, 8.692109e-02, 8.584915e-01, 6.230629e-01, -1.913501e+00, 2.791988e-01, -8.449792e-01, 5.206176e-10, 6.053494e-10, 6.017787e-11, 4.602242e-10, 5.911157e+01, 4.823567e-02
2.950000e+02, 4.270929e-02, 6.045260e-03, 8.755776e-02, 8.584458e-01, 6.106326e-01, -1.927954e+00, 2.777620e-01, -8.559676e-01, 5.185459e-10, 6.035290e-10, 6.441134e-11, 4.601037e-10, 5.918854e+01, 4.835065e-02
2.988000e+02, 4.301413e-02, 6.110612e-03, 8.819988e-02, 8.584021e-01, 5.982517e-01, -1.942364e+00, 2.762241e-01, -8.669531e-01, 5.165056e-10, 6.016282e-10, 6.867740e-11, 4.600044e-10, 5.926657e+01, 4.844784e-02
3.026000e+02, 4.331244e-02, 6.175501e-03, 8.884740e-02, 8.583596e-01, 5.859196e-01, -1.956729e+00, 2.745844e-01, -8.779362e-01, 5.146022e-10, 5.999056e-10, 7.296835e-11, 4.598831e-10, 5.934567e+01, 4.852664e-02
3.064000e+02, 4.360433e-02, 6.239925e-03, 8.949990e-02, 8.583194e-01, 5.736329e-01, -1.971052e+00, 2.728422e-01, -8.889164e-01, 5.125934e-10, 5.980599e-10, 7.723132e-11, 4.598213e-10, 5.942580e+01, 4.858623e-02
3.102000e+02, 4.388966e-02, 6.303886e-03, 9.015726e-02, 8.582802e-01, 5.613941e-01, -1.985331e+00, 2.709982e-01, -8.998951e-01, 5.105849e-10, 5.962994e-10, 8.149834e-11, 4.596979e-10, 5.950695e+01, 4.862620e-02
3.140000e+02, 4.416849e-02, 6.367364e-03, 9.081928e-02, 8.582436e-01, 5.492033e-01, -1.999569e+00, 2.690523e-01, -9.108709e-01, 5.087835e-10, 5.945463e-10, 8.574467e-11, 4.595667e-10, 5.958910e+01, 4.864595e-02
3.178000e+02, 4.444083e-02, 6.430366e-03, 9.148555e-02, 8.582080e-01, 5.370556e-01, -2.013764e+00, 2.670051e-01, -9.218436e-01, 5.068106e-10, 5.928284e-10, 9.000700e-11, 4.595183e-10, 5.967221e+01, 4.864485e-02
3.216000e+02, 4.470683e-02, 6.492888e-03, 9.215596e-02, 8.581741e-01, 5.249549e-01, -2.027918e+00, 2.648561e-01, -9.328151e-01, 5.050231e-10, 5.910626e-10, 9.427253e-11, 4.594434e-10, 5.975627e+01, 4.862231e-02
3.254000e+02, 4.496626e-02, 6.554909e-03, 9.283031e-02, 8.581431e-01, 5.128969e-01, -2.042031e+00, 2.626052e-01, -9.437848e-01, 5.031889e-10, 5.893401e-10, 9.847470e-11, 4.593745e-10, 5.984127e+01, 4.857770e-02
3.292000e+02, 4.521928e-02, 6.616445e-03, 9.350822e-02, 8.581119e-01, 5.008827e-01, -2.056102e+00, 2.602540e-01, -9.547529e-01, 5.013390e-10, 5.876600e-10, 1.026387e-10, 4.592963e-10, 5.992714e+01, 4.851061e-02
3.330000e+02, 4.546590e-02, 6.677488e-03, 9.418954e-02, 8.580838e-01, 4.889127e-01, -2.070133e+00, 2.578034e-01, -9.657191e-01, 4.996347e-10, 5.859471e-10, 1.068509e-10, 4.592137e-10, 6.001389e+01, 4.842063e-02
3.368000e+02, 4.570603e-02, 6.738015e-03, 9.487405e-02, 8.580571e-01, 4.769834e-01, -2.084123e+00, 2.552522e-01, -9.766833e-01, 4.979535e-10, 5.841956e-10, 1.110036e-10, 4.591572e-10, 6.010148e+01, 4.830694e-02
3.406000e+02, 4.593975e-02, 6.798040e-03, 9.556140e-02, 8.580309e-01, 4.650942e-01, -2.098071e+00, 2.526019e-01, -9.876462e-01, 4.962084e-10, 5.825283e-10, 1.150787e-10, 4.591405e-10, 6.018987e+01, 4.816913e-02
3.444000e+02, 4.616719e-02, 6.857546e-03, 9.625146e-02, 8.580066e-01, 4.532467e-01, -2.111980e+00, 2.498543e-01, -9.986087e-01, 4.945618e-10, 5.808543e-10, 1.192043e-10, 4.590414e-10, 6.027905e+01, 4.800698e-02
3.482000e+02, 4.638816e-02, 6.916539e-03, 9.694402e-02, 8.579836e-01, 4.414385e-01, -2.125848e+00, 2.470081e-01, -1.009569e+00, 4.929676e-10, 5.791548e-10, 1.232235e-10, 4.590209e-10, 6.036898e+01, 4.781968e-02
3.520000e+02, 4.660281e-02, 6.975010e-03, 9.763867e-02, 8.579626e-01, 4.296683e-01, -2.139676e+00, 2.440660e-01, -1.020528e+00, 4.914261e-10, 5.774349e-10, 1.272230e-10, 4.589603e-10, 6.045962e+01, 4.760700e-02
3.558000e+02, 4.681107e-02, 7.032950e-03, 9.833538e-02, 8.579424e-01, 4.179350e-01, -2.153463e+00, 2.410284e-01, -1.031487e+00, 4.897744e-10, 5.757642e-10, 1.312047e-10, 4.589113e-10, 6.055095e+01, 4.736853e-02
3.596000e+02, 4.701296e-02, 7.090365e-03, 9.903368e-02, 8.579236e-01, 4.062411e-01, -2.167210e+00, 2.378958e-01, -1.042444e+00, 4.883608e-10, 5.740772e-10, 1.351694e-10, 4.588729e-10, 6.064292e+01, 4.710365e-02
3.634000e+02, 4.720862e-02, 7.147244e-03, 9.973355e-02, 8.579065e-01, 3.945809e-01, -2.180917e+00, 2.346685e-01, -1.053400e+00, 4.868778e-10, 5.723454e-10, 1.390079e-10, 4.588631e-10, 6.073552e+01, 4.681194e-02
3.672000e+02, 4.739791e-02, 7.203580e-03, 1.004347e-01, 8.578904e-01, 3.829562e-01, -2.194582e+00, 2.313495e-01, -1.064356e+00, 4.854770e-10, 5.706656e-10, 1.428555e-10, 4.588407e-10, 6.082869e+01, 4.649339e-02
3.710000e+02, 4.758085e-02, 7.259379e-03, 1.011369e-01, 8.578747e-01, 3.713649e-01, -2.208208e+00, 2.279387e-01, -1.075311e+00, 4.840223e-10, 5.688990e-10, 1.466641e-10, 4.587862e-10, 6.092242e+01, 4.614738e-02
3.748000e+02, 4.775759e-02, 7.314625e-03, 1.018398e-01, 8.578605e-01, 3.598083e-01, -2.221791e+00, 2.244369e-01, -1.086265e+00, 4.826116e-10, 5.671973e-10, 1.503927e-10, 4.587188e-10, 6.101664e+01, 4.577347e-02
3.786000e+02, 4.792803e-02, 7.369336e-03, 1.025435e-01, 8.578472e-01, 3.482854e-01, -2.235333e+00, 2.208461e-01, -1.097217e+00, 4.813866e-10, 5.654845e-10, 1.541055e-10, 4.587704e-10, 6.111136e+01, 4.537166e-02
3.824000e+02, 4.809224e-02, 7.423479e-03, 1.032471e-01, 8.578353e-01, 3.367918e-01, -2.248835e+00, 2.171667e-01, -1.108171e+00, 4.800674e-10, 5.637656e-10, 1.577402e-10, 4.587003e-10, 6.120645e+01, 4.494111e-02
3.862000e+02, 4.825025e-02, 7.477083e-03, 1.039510e-01, 8.578243e-01, 3.253297e-01, -2.262295e+00, 2.134005e-01, -1.119123e+00, 4.787897e-10, 5.619708e-10, 1.613802e-10, 4.587072e-10, 6.130197e+01, 4.448202e-02
3.900000e+02, 4.840195e-02, 7.530129e-03, 1.046553e-01, 8.578130e-01, 3.138980e-01, -2.275713e+00, 2.095473e-01, -1.130075e+00, 4.776336e-10, 5.601919e-10, 1.648628e-10, 4.586569e-10, 6.139790e+01, 4.399396e-02
3.938000e+02, 4.854753e-02, 7.582607e-03, 1.053582e-01, 8.578033e-01, 3.024940e-01, -2.289088e+00, 2.056110e-01, -1.141026e+00, 4.764335e-10, 5.584762e-10, 1.684819e-10, 4.587034e-10, 6.149400e+01, 4.347649e-02
3.976000e+02, 4.868688e-02, 7.634530e-03, 1.060618e-01, 8.577951e-01, 2.911186e-01, -2.302422e+00, 2.015883e-01, -1.151978e+00, 4.752161e-10, 5.566587e-10, 1.718363e-10, 4.586551e-10, 6.159053e+01, 4.292942e-02
4.014000e+02, 4.882000e-02, 7.685879e-03, 1.067642e-01, 8.577862e-01, 2.797723e-01, -2.315713e+00, 1.974856e-01, -1.162929e+00, 4.742734e-10, 5.548673e-10, 1.752859e-10, 4.586554e-10, 6.168724e+01, 4.235291e-02
4.052000e+02, 4.894701e-02, 7.736672e-03, 1.074655e-01, 8.577789e-01, 2.684485e-01, -2.328961e+00, 1.933004e-01, -1.173880e+00, 4.731197e-10, 5.530560e-10, 1.785657e-10, 4.586261e-10, 6.178412e+01, 4.174613e-02
4.090000e+02, 4.906784e-02, 7.786889e-03, 1.081649e-01, 8.577719e-01, 2.571522e-01, -2.342166e+00, 1.890370e-01, -1.184830e+00, 4.720476e-10, 5.512311e-10, 1.818651e-10, 4.586061e-10, 6.188106e+01, 4.110926e-02
4.128000e+02, 4.918256e-02, 7.836549e-03, 1.088635e-01, 8.577653e-01, 2.458816e-01, -2.355327e+00, 1.846947e-01, -1.195780e+00, 4.711357e-10, 5.493900e-10, 1.852212e-10, 4.586228e-10, 6.197816e+01, 4.044229e-02
4.166000e+02, 4.929119e-02, 7.885631e-03, 1.095615e-01, 8.577584e-01, 2.346327e-01, -2.368445e+00, 1.802724e-01, -1.206730e+00, 4.701776e-10, 5.475353e-10, 1.882834e-10, 4.586205e-10, 6.207545e+01, 3.974459e-02
4.204000e+02, 4.939361e-02, 7.934139e-03, 1.102559e-01, 8.577527e-01, 2.234067e-01, -2.381518e+00, 1.757769e-01, -1.217680e+00, 4.693138e-10, 5.457016e-10, 1.915393e-10, 4.586087e-10, 6.217253e+01, 3.901633e-02
4.242000e+02, 4.948998e-02, 7.982084e-03, 1.109500e-01, 8.577477e-01, 2.122013e-01, -2.394547e+00, 1.712037e-01, -1.228630e+00, 4.683710e-10, 5.437805e-10, 1.945534e-10, 4.585888e-10, 6.226980e+01, 3.825730e-02
4.280000e+02, 4.958026e-02, 8.029452e-03, 1.116410e-01, 8.577427e-01, 2.010184e-01, -2.407530e+00, 1.665585e-01, -1.239579e+00, 4.675643e-10, 5.418799e-10, 1.976289e-10, 4.586084e-10, 6.236685e+01, 3.746746e-02
4.318000e+02, 4.966449e-02, 8.076251e-03, 1.123299e-01, 8.577368e-01, 1.898548e-01, -2.420468e+00, 1.618399e-01, -1.250529e+00, 4.667686e-10, 5.399297e-10, 2.005684e-10, 4.586211e-10, 6.246383e+01, 3.664660e-02
4.356000e+02, 4.974261e-02, 8.122474e-03, 1.130159e-01, 8.577326e-01, 1.787102e-01, -2.433360e+00, 1.570511e-01, -1.261479e+00, 4.660211e-10, 5.380313e-10, 2.035466e-10, 4.585498e-10, 6.256060e+01, 3.579489e-02
4.394000e+02, 4.981477e-02, 8.168132e-03, 1.136992e-01, 8.577278e-01, 1.675834e-01, -2.446206e+00, 1.521912e-01, -1.272427e+00, 4.652929e-10, 5.360433e-10, 2.064179e-10, 4.585950e-10, 6.265717e+01, 3.491192e-02
4.432000e+02, 4.988080e-02, 8.213223e-03, 1.143800e-01, 8.577230e-01, 1.564741e-01, -2.459004e+00, 1.472628e-01, -1.283377e+00, 4.645971e-10, 5.340794e-10, 2.092409e-10, 4.586013e-10, 6.275352e+01, 3.399806e-02
4.470000e+02, 4.994074e-02, 8.257735e-03, 1.150574e-01, 8.577188e-01, 1.453813e-01, -2.471756e+00, 1.422669e-01, -1.294327e+00, 4.639676e-10, 5.320920e-10, 2.120731e-10, 4.586015e-10, 6.284953e+01, 3.305308e-02
4.508000e+02, 4.999471e-02, 8.301677e-03, 1.157316e-01, 8.577146e-01, 1.343035e-01, -2.484460e+00, 1.372034e-01, -1.305276e+00, 4.633533e-10, 5.300786e-10, 2.148072e-10, 4.585972e-10, 6.294520e+01, 3.207677e-02
4.546000e+02, 5.004265e-02, 8.345056e-03, 1.164028e-01, 8.577097e-01, 1.232405e-01, -2.497117e+00, 1.320747e-01, -1.316226e+00, 4.627999e-10, 5.280776e-10, 2.174256e-10, 4.585544e-10, 6.304053e+01, 3.106951e-02
4.584000e+02, 5.008467e-02, 8.387872e-03, 1.170691e-01, 8.577045e-01, 1.121906e-01, -2.509725e+00, 1.268834e-01, -1.327174e+00, 4.622518e-10, 5.259897e-10, 2.201533e-10, 4.585782e-10, 6.313525e+01, 3.003128e-02
4.622000e+02, 5.012060e-02, 8.430113e-03, 1.177327e-01, 8.577000e-01, 1.011538e-01, -2.522284e+00, 1.216270e-01, -1.338123e+00, 4.617467e-10, 5.239312e-10, 2.227033e-10, 4.585867e-10, 6.322962e+01, 2.896185e-02
4.660000e+02, 5.015045e-02, 8.471799e-03, 1.183919e-01, 8.576945e-01, 9.012913e-02, -2.534793e+00, 1.163097e-01, -1.349072e+00, 4.613048e-10, 5.218407e-10, 2.252808e-10, 4.585664e-10, 6.332337e+01, 2.786162e-02
4.698000e+02, 5.017444e-02, 8.512933e-03, 1.190477e-01, 8.576895e-01, 7.911497e-02, -2.547253e+00, 1.109309e-01, -1.360021e+00, 4.608701e-10, 5.197312e-10, 2.277670e-10, 4.585429e-10, 6.341664e+01, 2.673056e-02
4.736000e+02, 5.019238e-02, 8.553502e-03, 1.196984e-01, 8.576841e-01, 6.811119e-02, -2.559662e+00, 1.054927e-01, -1.370969e+00, 4.604884e-10, 5.175755e-10, 2.302484e-10, 4.585749e-10, 6.350916e+01, 2.556865e-02
4.774000e+02, 5.020437e-02, 8.593519e-03, 1.203452e-01, 8.576783e-01, 5.711652e-02, -2.572019e+00, 9.999525e-02, -1.381918e+00, 4.601391e-10, 5.154524e-10, 2.325847e-10, 4.585663e-10, 6.360105e+01, 2.437608e-02
4.812000e+02, 5.021031e-02, 8.632986e-03, 1.209862e-01, 8.576727e-01, 4.613019e-02, -2.584326e+00, 9.444203e-02, -1.392867e+00, 4.598259e-10, 5.132772e-10, 2.350191e-10, 4.585482e-10, 6.369206e+01, 2.315323e-02
4.850000e+02, 5.021042e-02, 8.671914e-03, 1.216235e-01, 8.576652e-01, 3.515134e-02, -2.596581e+00, 8.883069e-02, -1.403816e+00, 4.595496e-10, 5.110808e-10, 2.373804e-10, 4.585624e-10, 6.378243e+01, 2.189990e-02
4.888000e+02, 5.020447e-02, 8.710286e-03, 1.222565e-01, 8.576591e-01, 2.417909e-02, -2.608784e+00, 8.316297e-02, -1.414764e+00, 4.593112e-10, 5.088786e-10, 2.396036e-10, 4.585116e-10, 6.387203e+01, 2.061627e-02
4.926000e+02, 5.019248e-02, 8.748129e-03, 1.228833e-01, 8.576518e-01, 1.321252e-02, -2.620934e+00, 7.744217e-02, -1.425712e+00, 4.591035e-10, 5.066770e-10, 2.418605e-10, 4.585243e-10, 6.396060e+01, 1.930280e-02
4.964000e+02, 5.017463e-02, 8.785431e-03, 1.235050e-01, 8.576441e-01, 2.250920e-03, -2.633032e+00, 7.166748e-02, -1.436659e+00, 4.589338e-10, 5.043744e-10, 2.440734e-10, 4.585380e-10, 6.404826e+01, 1.795948e-02
5.002000e+02, 5.015080e-02, 8.822203e-03, 1.241219e-01, 8.576353e-01, -8.706631e-03, -2.645074e+00, 6.583996e-02, -1.447608e+00, 4.587986e-10, 5.021162e-10, 2.462359e-10, 4.584829e-10, 6.413501e+01, 1.658660e-02
5.040000e+02, 5.012099e-02, 8.858451e-03, 1.247332e-01, 8.576266e-01, -1.966096e-02, -2.657063e+00, 5.996081e-02, -1.458554e+00, 4.587051e-10, 4.997939e-10, 2.483580e-10, 4.584921e-10, 6.422070e+01, 1.518433e-02
5.078000e+02, 5.008517e-02, 8.894178e-03, 1.253389e-01, 8.576171e-01, -3.061305e-02, -2.668996e+00, 5.403098e-02, -1.469501e+00, 4.586359e-10, 4.974688e-10, 2.504536e-10, 4.584795e-10, 6.430533e+01, 1.375298e-02
5.116000e+02, 5.004342e-02, 8.929391e-03, 1.259394e-01, 8.576079e-01, -4.156348e-02, -2.680873e+00, 4.805113e-02, -1.480448e+00, 4.586068e-10, 4.951800e-10, 2.524956e-10, 4.584599e-10, 6.438890e+01, 1.229276e-02
5.154000e+02, 4.999572e-02, 8.964093e-03, 1.265337e-01, 8.575970e-01, -5.251323e-02, -2.692696e+00, 4.202252e-02, -1.491394e+00, 4.586157e-10, 4.927985e-10, 2.545079e-10, 4.584510e-10, 6.447127e+01, 1.080397e-02
5.192000e+02, 4.994214e-02, 8.998297e-03, 1.271221e-01, 8.575866e-01, -6.346318e-02, -2.704463e+00, 3.594586e-02, -1.502340e+00, 4.586538e-10, 4.903864e-10, 2.564874e-10, 4.584273e-10, 6.455243e+01, 9.286874e-03
5.230000e+02, 4.988245e-02, 9.031999e-03, 1.277048e-01, 8.575748e-01, -7.441405e-02, -2.716171e+00, 2.982194e-02, -1.513286e+00, 4.587271e-10, 4.880229e-10, 2.584235e-10, 4.584094e-10, 6.463238e+01, 7.741785e-03
5.268000e+02, 4.981691e-02, 9.065207e-03, 1.282809e-01, 8.575626e-01, -8.536666e-02, -2.727823e+00, 2.365179e-02, -1.524231e+00, 4.588496e-10, 4.855768e-10, 2.603272e-10, 4.583934e-10, 6.471097e+01, 6.169020e-03
5.306000e+02, 4.974529e-02, 9.097941e-03, 1.288506e-01, 8.575500e-01, -9.632220e-02, -2.739417e+00, 1.743619e-02, -1.535175e+00, 4.589767e-10, 4.831358e-10, 2.622052e-10, 4.583695e-10, 6.478820e+01, 4.568924e-03
5.344000e+02, 4.966784e-02, 9.130189e-03, 1.294141e-01, 8.575371e-01, -1.072808e-01, -2.750952e+00, 1.117576e-02, -1.546120e+00, 4.591572e-10, 4.806664e-10, 2.640410e-10, 4.583465e-10, 6.486407e+01, 2.941801e-03
5.382000e+02, 4.958433e-02, 9.161975e-03, 1.299705e-01, 8.575229e-01, -1.182437e-01, -2.762429e+00, 4.871485e-03, -1.557063e+00, 4.593843e-10, 4.781722e-10, 2.658522e-10, 4.583260e-10, 6.493843e+01, 1.288052e-03
5.420000e+02, 4.949480e-02, 9.193297e-03, 1.305211e-01, 8.575083e-01, -1.292120e-01, -2.773846e+00, -1.476030e-03, -1.568006e+00, 4.596110e-10, 4.756518e-10, 2.676281e-10, 4.582988e-10, 6.501140e+01, -3.919837e-04
5.458000e+02, 4.939940e-02, 9.224155e-03, 1.310651e-01, 8.574935e-01, -1.401857e-01, -2.785202e+00, -7.865946e-03, -1.578949e+00, 4.598953e-10, 4.731501e-10, 2.693759e-10, 4.582699e-10, 6.508286e+01, -2.097915e-03
5.496000e+02, 4.929799e-02, 9.254574e-03, 1.316015e-01, 8.574783e-01, -1.511662e-01, -2.796499e+00, -1.429759e-02, -1.589890e+00, 4.602077e-10, 4.705727e-10, 2.710913e-10, 4.582457e-10, 6.515265e+01, -3.829342e-03
5.534000e+02, 4.919059e-02, 9.284555e-03, 1.321315e-01, 8.574617e-01, -1.621542e-01, -2.807735e+00, -2.077020e-02, -1.600831e+00, 4.605614e-10, 4.679900e-10, 2.727812e-10, 4.582146e-10, 6.522091e+01, -5.585865e-03
5.572000e+02, 4.907716e-02, 9.314113e-03, 1.326544e-01, 8.574447e-01, -1.731506e-01, -2.818908e+00, -2.728315e-02, -1.611772e+00, 4.609436e-10, 4.654124e-10, 2.744372e-10, 4.581853e-10, 6.528749e+01, -7.367069e-03
5.610000e+02, 4.895772e-02, 9.343240e-03, 1.331702e-01, 8.574272e-01, -1.841561e-01, -2.830021e+00, -3.383564e-02, -1.622711e+00, 4.613366e-10, 4.627511e-10, 2.760815e-10, 4.581532e-10, 6.535239e+01, -9.172495e-03
5.648000e+02, 4.883241e-02, 9.371965e-03, 1.336782e-01, 8.574091e-01, -1.951710e-01, -2.841069e+00, -4.042739e-02, -1.633650e+00, 4.618062e-10, 4.601451e-10, 2.776776e-10, 4.581197e-10, 6.541547e+01, -1.100174e-02
5.686000e+02, 4.870095e-02, 9.400285e-03, 1.341795e-01, 8.573913e-01, -2.061972e-01, -2.852056e+00, -4.705725e-02, -1.644588e+00, 4.622705e-10, 4.574888e-10, 2.792436e-10, 4.580855e-10, 6.547685e+01, -1.285432e-02
5.724000e+02, 4.856358e-02, 9.428225e-03, 1.346743e-01, 8.573717e-01, -2.172344e-01, -2.862979e+00, -5.372450e-02, -1.655526e+00, 4.627885e-10, 4.547718e-10, 2.808142e-10, 4.580462e-10, 6.553652e+01, -1.472977e-02
5.762000e+02, 4.842021e-02, 9.455766e-03, 1.351607e-01, 8.573522e-01, -2.282840e-01, -2.873837e+00, -6.042925e-02, -1.666462e+00, 4.632962e-10, 4.521068e-10, 2.823579e-10, 4.580182e-10, 6.559422e+01, -1.662764e-02
5.800000e+02, 4.827074e-02, 9.482946e-03, 1.356389e-01, 8.573317e-01, -2.393457e-01, -2.884632e+00, -6.717086e-02, -1.677398e+00, 4.639147e-10, 4.493557e-10, 2.838494e-10, 4.579681e-10, 6.564993e+01, -1.854741e-02
5.838000e+02, 4.811532e-02, 9.509766e-03, 1.361100e-01, 8.573109e-01, -2.504222e-01, -2.895360e+00, -7.394807e-02, -1.688332e+00, 4.645784e-10, 4.466659e-10, 2.853209e-10, 4.579344e-10, 6.570378e+01, -2.048856e-02
5.876000e+02, 4.795396e-02, 9.536242e-03, 1.365741e-01, 8.572898e-01, -2.615145e-01, -2.906025e+00, -8.076043e-02, -1.699266e+00, 4.651659e-10, 4.438420e-10, 2.868168e-10, 4.579173e-10, 6.575577e+01, -2.245066e-02
