Frequency [MHz],|S0-0| [-],|S1-0| [-],|S2-0| [-],|S3-0| [-],Arg(S0-0) [rad],Arg(S1-0) [rad],Arg(S2-0) [rad],Arg(S3-0) [rad],Delay 0>0 [s],Delay 0>1 [s],Delay 0>2 [s],Delay 0>3 [s],|Z0| [Ohm],Arg(Z0) [rad]
1.043600e+03, 1.306863e-01, 8.563379e-01, 1.413941e-02, 1.524885e-02, -9.073570e-01, -3.014305e+00, 2.197310e+00, 2.333345e+00, 3.667084e-10, 4.599624e-10, 1.395597e-09, 3.306755e-10, 5.865206e+01, -2.065211e-01
1.047400e+03, 1.298396e-01, 8.564360e-01, 1.475203e-02, 1.535466e-02, -9.161126e-01, -3.025287e+00, 2.163989e+00, 2.325450e+00, 3.666442e-10, 4.600650e-10, 1.321855e-09, 3.337114e-10, 5.848640e+01, -2.065326e-01
1.051200e+03, 1.289791e-01, 8.565342e-01, 1.536519e-02, 1.546222e-02, -9.248666e-01, -3.036272e+00, 2.132428e+00, 2.317482e+00, 3.665944e-10, 4.601641e-10, 1.258092e-09, 3.375495e-10, 5.832101e+01, -2.064891e-01
1.055000e+03, 1.281049e-01, 8.566337e-01, 1.597841e-02, 1.557154e-02, -9.336195e-01, -3.047259e+00, 2.102390e+00, 2.309423e+00, 3.665307e-10, 4.602693e-10, 1.202244e-09, 3.406588e-10, 5.815595e+01, -2.063906e-01
1.058800e+03, 1.272174e-01, 8.567328e-01, 1.659107e-02, 1.568258e-02, -9.423708e-01, -3.058248e+00, 2.073685e+00, 2.301289e+00, 3.660651e-10, 4.603758e-10, 1.153492e-09, 3.445590e-10, 5.799129e+01, -2.062373e-01
1.062600e+03, 1.263148e-01, 8.568327e-01, 1.720304e-02, 1.579535e-02, -9.511110e-01, -3.069240e+00, 2.046144e+00, 2.293063e+00, 3.661604e-10, 4.604828e-10, 1.110439e-09, 3.481130e-10, 5.782710e+01, -2.060252e-01
1.066400e+03, 1.253999e-01, 8.569336e-01, 1.781391e-02, 1.590983e-02, -9.598535e-01, -3.080235e+00, 2.019631e+00, 2.284751e+00, 3.656857e-10, 4.605851e-10, 1.072449e-09, 3.518992e-10, 5.766343e+01, -2.057602e-01
1.070200e+03, 1.244702e-01, 8.570336e-01, 1.842366e-02, 1.602594e-02, -9.685846e-01, -3.091232e+00, 1.994025e+00, 2.276349e+00, 3.653256e-10, 4.606994e-10, 1.038419e-09, 3.558848e-10, 5.750035e+01, -2.054366e-01
1.074000e+03, 1.235268e-01, 8.571349e-01, 1.903188e-02, 1.614377e-02, -9.773072e-01, -3.102231e+00, 1.969232e+00, 2.267852e+00, 3.651839e-10, 4.608010e-10, 1.008163e-09, 3.593678e-10, 5.733793e+01, -2.050563e-01
1.077800e+03, 1.225704e-01, 8.572357e-01, 1.963867e-02, 1.626320e-02, -9.860263e-01, -3.113234e+00, 1.945161e+00, 2.259272e+00, 3.646069e-10, 4.609061e-10, 9.810041e-10, 3.636100e-10, 5.717622e+01, -2.046213e-01
1.081600e+03, 1.215996e-01, 8.573371e-01, 2.024388e-02, 1.638429e-02, -9.947317e-01, -3.124238e+00, 1.921738e+00, 2.250590e+00, 3.643444e-10, 4.610187e-10, 9.565436e-10, 3.673596e-10, 5.701528e+01, -2.041277e-01
1.085400e+03, 1.206162e-01, 8.574383e-01, 2.084751e-02, 1.650693e-02, -1.003431e+00, -3.135245e+00, 1.898900e+00, 2.241819e+00, 3.637299e-10, 4.611263e-10, 9.342538e-10, 3.713021e-10, 5.685519e+01, -2.035795e-01
1.089200e+03, 1.196184e-01, 8.575393e-01, 2.144929e-02, 1.663121e-02, -1.012115e+00, 3.136930e+00, 1.876593e+00, 2.232954e+00, 3.631747e-10, 4.612359e-10, 9.141495e-10, 3.756698e-10, 5.669599e+01, -2.029727e-01
1.093000e+03, 1.186073e-01, 8.576414e-01, 2.204937e-02, 1.675703e-02, -1.020787e+00, 3.125917e+00, 1.854767e+00, 2.223984e+00, 3.626353e-10, 4.613423e-10, 8.957127e-10, 3.793688e-10, 5.653776e+01, -2.023094e-01
1.096800e+03, 1.175828e-01, 8.577425e-01, 2.264750e-02, 1.688434e-02, -1.029445e+00, 3.114902e+00, 1.833381e+00, 2.214926e+00, 3.618049e-10, 4.614568e-10, 8.789464e-10, 3.837992e-10, 5.638055e+01, -2.015896e-01
1.100600e+03, 1.165443e-01, 8.578438e-01, 2.324388e-02, 1.701322e-02, -1.038083e+00, 3.103885e+00, 1.812395e+00, 2.205763e+00, 3.611740e-10, 4.615635e-10, 8.634923e-10, 3.879659e-10, 5.622443e+01, -2.008113e-01
1.104400e+03, 1.154926e-01, 8.579454e-01, 2.383828e-02, 1.714352e-02, -1.046707e+00, 3.092864e+00, 1.791778e+00, 2.196500e+00, 3.604011e-10, 4.616721e-10, 8.492776e-10, 3.920718e-10, 5.606944e+01, -1.999769e-01
1.108200e+03, 1.144277e-01, 8.580473e-01, 2.443071e-02, 1.727528e-02, -1.055312e+00, 3.081841e+00, 1.771501e+00, 2.187139e+00, 3.595318e-10, 4.617846e-10, 8.361944e-10, 3.961953e-10, 5.591566e+01, -1.990857e-01
1.112000e+03, 1.133494e-01, 8.581475e-01, 2.502117e-02, 1.740842e-02, -1.063896e+00, 3.070816e+00, 1.751536e+00, 2.177679e+00, 3.585683e-10, 4.618942e-10, 8.240162e-10, 4.005745e-10, 5.576314e+01, -1.981375e-01
1.115800e+03, 1.122579e-01, 8.582481e-01, 2.560946e-02, 1.754303e-02, -1.072457e+00, 3.059787e+00, 1.731861e+00, 2.168115e+00, 3.576168e-10, 4.620010e-10, 8.127874e-10, 4.046101e-10, 5.561195e+01, -1.971326e-01
1.119600e+03, 1.111531e-01, 8.583492e-01, 2.619580e-02, 1.767888e-02, -1.080996e+00, 3.048757e+00, 1.712455e+00, 2.158454e+00, 3.564898e-10, 4.621148e-10, 8.023018e-10, 4.090356e-10, 5.546213e+01, -1.960712e-01
1.123400e+03, 1.100353e-01, 8.584497e-01, 2.677989e-02, 1.781616e-02, -1.089507e+00, 3.037723e+00, 1.693299e+00, 2.148688e+00, 3.553131e-10, 4.622234e-10, 7.925299e-10, 4.131377e-10, 5.531377e+01, -1.949532e-01
1.127200e+03, 1.089043e-01, 8.585486e-01, 2.736175e-02, 1.795463e-02, -1.097991e+00, 3.026687e+00, 1.674377e+00, 2.138824e+00, 3.541010e-10, 4.623252e-10, 7.834251e-10, 4.174974e-10, 5.516690e+01, -1.937788e-01
1.131000e+03, 1.077604e-01, 8.586479e-01, 2.794138e-02, 1.809440e-02, -1.106445e+00, 3.015649e+00, 1.655672e+00, 2.128856e+00, 3.527242e-10, 4.624246e-10, 7.748930e-10, 4.216813e-10, 5.502159e+01, -1.925484e-01
1.134800e+03, 1.066035e-01, 8.587476e-01, 2.851870e-02, 1.823535e-02, -1.114867e+00, 3.004608e+00, 1.637170e+00, 2.118788e+00, 3.513142e-10, 4.625892e-10, 7.669054e-10, 4.258453e-10, 5.487789e+01, -1.912620e-01
1.138600e+03, 1.054338e-01, 8.588457e-01, 2.909370e-02, 1.837742e-02, -1.123255e+00, 2.993563e+00, 1.618860e+00, 2.108620e+00, 3.497569e-10, 4.626604e-10, 7.593783e-10, 4.302245e-10, 5.473586e+01, -1.899201e-01
1.142400e+03, 1.042514e-01, 8.589430e-01, 2.966619e-02, 1.852074e-02, -1.131606e+00, 2.982516e+00, 1.600729e+00, 2.098348e+00, 3.480800e-10, 4.627329e-10, 7.523178e-10, 4.343592e-10, 5.459556e+01, -1.885229e-01
1.146200e+03, 1.030562e-01, 8.590404e-01, 3.023617e-02, 1.866509e-02, -1.139917e+00, 2.971468e+00, 1.582766e+00, 2.087977e+00, 3.463644e-10, 4.629185e-10, 7.456656e-10, 4.386035e-10, 5.445705e+01, -1.870705e-01
1.150000e+03, 1.018484e-01, 8.591372e-01, 3.080362e-02, 1.881051e-02, -1.148186e+00, 2.960415e+00, 1.564963e+00, 2.077505e+00, 3.444339e-10, 4.629699e-10, 7.393844e-10, 4.426839e-10, 5.432036e+01, -1.855634e-01
1.153800e+03, 1.006281e-01, 8.592327e-01, 3.136845e-02, 1.895689e-02, -1.156410e+00, 2.949361e+00, 1.547309e+00, 2.066936e+00, 3.424271e-10, 4.630700e-10, 7.334551e-10, 4.469203e-10, 5.418558e+01, -1.840020e-01
1.157600e+03, 9.939542e-02, 8.593282e-01, 3.193063e-02, 1.910428e-02, -1.164586e+00, 2.938305e+00, 1.529797e+00, 2.056265e+00, 3.402969e-10, 4.631998e-10, 7.278389e-10, 4.509918e-10, 5.405275e+01, -1.823867e-01
1.161400e+03, 9.815038e-02, 8.594214e-01, 3.248995e-02, 1.925256e-02, -1.172711e+00, 2.927246e+00, 1.512419e+00, 2.045497e+00, 3.380091e-10, 4.633095e-10, 7.225274e-10, 4.551866e-10, 5.392191e+01, -1.807178e-01
1.165200e+03, 9.689315e-02, 8.595154e-01, 3.304656e-02, 1.940181e-02, -1.180781e+00, 2.916184e+00, 1.495168e+00, 2.034629e+00, 3.355329e-10, 4.634027e-10, 7.175015e-10, 4.591598e-10, 5.379313e+01, -1.789958e-01
1.169000e+03, 9.562381e-02, 8.596077e-01, 3.360015e-02, 1.955182e-02, -1.188793e+00, 2.905119e+00, 1.478037e+00, 2.023666e+00, 3.329521e-10, 4.635433e-10, 7.127061e-10, 4.632315e-10, 5.366646e+01, -1.772211e-01
1.172800e+03, 9.434244e-02, 8.596994e-01, 3.415087e-02, 1.970266e-02, -1.196742e+00, 2.894052e+00, 1.461020e+00, 2.012606e+00, 3.301455e-10, 4.636000e-10, 7.081658e-10, 4.672003e-10, 5.354195e+01, -1.753943e-01
1.176600e+03, 9.304931e-02, 8.597901e-01, 3.469847e-02, 1.985424e-02, -1.204625e+00, 2.882983e+00, 1.444112e+00, 2.001451e+00, 3.271725e-10, 4.637153e-10, 7.038365e-10, 4.711867e-10, 5.341966e+01, -1.735162e-01
1.180400e+03, 9.174431e-02, 8.598797e-01, 3.524299e-02, 2.000653e-02, -1.212436e+00, 2.871911e+00, 1.427307e+00, 1.990201e+00, 3.240407e-10, 4.638422e-10, 6.997422e-10, 4.750556e-10, 5.329962e+01, -1.715868e-01
1.184200e+03, 9.042773e-02, 8.599680e-01, 3.578428e-02, 2.015946e-02, -1.220173e+00, 2.860836e+00, 1.410600e+00, 1.978858e+00, 3.206560e-10, 4.639345e-10, 6.958096e-10, 4.789405e-10, 5.318190e+01, -1.696071e-01
1.188000e+03, 8.909968e-02, 8.600548e-01, 3.632237e-02, 2.031301e-02, -1.227829e+00, 2.849759e+00, 1.393987e+00, 1.967423e+00, 3.170415e-10, 4.640107e-10, 6.920742e-10, 4.828076e-10, 5.306654e+01, -1.675777e-01
1.191800e+03, 8.776024e-02, 8.601416e-01, 3.685708e-02, 2.046719e-02, -1.235399e+00, 2.838681e+00, 1.377463e+00, 1.955895e+00, 3.132077e-10, 4.641274e-10, 6.884942e-10, 4.865129e-10, 5.295360e+01, -1.654991e-01
1.195600e+03, 8.640968e-02, 8.602264e-01, 3.738842e-02, 2.062182e-02, -1.242877e+00, 2.827599e+00, 1.361024e+00, 1.944279e+00, 3.090850e-10, 4.642425e-10, 6.851127e-10, 4.903150e-10, 5.284311e+01, -1.633722e-01
1.199400e+03, 8.504797e-02, 8.603100e-01, 3.791620e-02, 2.077700e-02, -1.250257e+00, 2.816515e+00, 1.344666e+00, 1.932573e+00, 3.047430e-10, 4.643086e-10, 6.818514e-10, 4.939254e-10, 5.273514e+01, -1.611975e-01
1.203200e+03, 8.367533e-02, 8.603927e-01, 3.844041e-02, 2.093256e-02, -1.257533e+00, 2.805429e+00, 1.328386e+00, 1.920780e+00, 2.999972e-10, 4.644038e-10, 6.787454e-10, 4.975577e-10, 5.262971e+01, -1.589758e-01
1.207000e+03, 8.229197e-02, 8.604734e-01, 3.896095e-02, 2.108852e-02, -1.264696e+00, 2.794341e+00, 1.312180e+00, 1.908900e+00, 2.950083e-10, 4.645423e-10, 6.757686e-10, 5.011589e-10, 5.252690e+01, -1.567079e-01
1.210800e+03, 8.089798e-02, 8.605531e-01, 3.947780e-02, 2.124489e-02, -1.271739e+00, 2.783249e+00, 1.296046e+00, 1.896934e+00, 2.896811e-10, 4.646031e-10, 6.729086e-10, 5.046486e-10, 5.242674e+01, -1.543945e-01
1.214600e+03, 7.949368e-02, 8.606309e-01, 3.999092e-02, 2.140150e-02, -1.278656e+00, 2.772156e+00, 1.279979e+00, 1.884885e+00, 2.839190e-10, 4.647061e-10, 6.701895e-10, 5.080923e-10, 5.232926e+01, -1.520368e-01
1.218400e+03, 7.807902e-02, 8.607077e-01, 4.049998e-02, 2.155838e-02, -1.285435e+00, 2.761061e+00, 1.263978e+00, 1.872754e+00, 2.778112e-10, 4.647776e-10, 6.675130e-10, 5.114935e-10, 5.223453e+01, -1.496352e-01
1.222200e+03, 7.665440e-02, 8.607831e-01, 4.100521e-02, 2.171547e-02, -1.292068e+00, 2.749964e+00, 1.248040e+00, 1.860541e+00, 2.711663e-10, 4.649088e-10, 6.650321e-10, 5.148285e-10, 5.214257e+01, -1.471909e-01
1.226000e+03, 7.521996e-02, 8.608570e-01, 4.150638e-02, 2.187269e-02, -1.298542e+00, 2.738864e+00, 1.232162e+00, 1.848249e+00, 2.641810e-10, 4.649463e-10, 6.626864e-10, 5.181232e-10, 5.205344e+01, -1.447048e-01
1.229800e+03, 7.377596e-02, 8.609293e-01, 4.200344e-02, 2.203009e-02, -1.304850e+00, 2.727763e+00, 1.216339e+00, 1.835878e+00, 2.565482e-10, 4.650436e-10, 6.602922e-10, 5.213046e-10, 5.196717e+01, -1.421779e-01
1.233600e+03, 7.232244e-02, 8.610000e-01, 4.249625e-02, 2.218750e-02, -1.310975e+00, 2.716659e+00, 1.200574e+00, 1.823432e+00, 2.483790e-10, 4.651565e-10, 6.581340e-10, 5.244665e-10, 5.188382e+01, -1.396108e-01
1.237400e+03, 7.085979e-02, 8.610690e-01, 4.298478e-02, 2.234495e-02, -1.316905e+00, 2.705553e+00, 1.184861e+00, 1.810909e+00, 2.395840e-10, 4.652209e-10, 6.559910e-10, 5.275695e-10, 5.180341e+01, -1.370050e-01
1.241200e+03, 6.938822e-02, 8.611362e-01, 4.346901e-02, 2.250240e-02, -1.322626e+00, 2.694445e+00, 1.169198e+00, 1.798313e+00, 2.301713e-10, 4.653017e-10, 6.539054e-10, 5.305715e-10, 5.172600e+01, -1.343612e-01
1.245000e+03, 6.790800e-02, 8.612014e-01, 4.394881e-02, 2.265978e-02, -1.328121e+00, 2.683336e+00, 1.153585e+00, 1.785645e+00, 2.199496e-10, 4.654432e-10, 6.519706e-10, 5.335946e-10, 5.165160e+01, -1.316808e-01
1.248800e+03, 6.641945e-02, 8.612648e-01, 4.442411e-02, 2.281713e-02, -1.333373e+00, 2.672223e+00, 1.138019e+00, 1.772905e+00, 2.089260e-10, 4.654707e-10, 6.500639e-10, 5.364295e-10, 5.158028e+01, -1.289647e-01
1.252600e+03, 6.492268e-02, 8.613267e-01, 4.489484e-02, 2.297421e-02, -1.338361e+00, 2.661109e+00, 1.122498e+00, 1.760097e+00, 1.970080e-10, 4.655151e-10, 6.483135e-10, 5.392903e-10, 5.151206e+01, -1.262139e-01
1.256400e+03, 6.341819e-02, 8.613867e-01, 4.536092e-02, 2.313115e-02, -1.343065e+00, 2.649995e+00, 1.107019e+00, 1.747221e+00, 1.841120e-10, 4.656625e-10, 6.464754e-10, 5.420745e-10, 5.144697e+01, -1.234299e-01
1.260200e+03, 6.190619e-02, 8.614456e-01, 4.582232e-02, 2.328791e-02, -1.347461e+00, 2.638876e+00, 1.091583e+00, 1.734278e+00, 1.700883e-10, 4.657000e-10, 6.448452e-10, 5.447944e-10, 5.138506e+01, -1.206136e-01
1.264000e+03, 6.038714e-02, 8.615014e-01, 4.627882e-02, 2.344442e-02, -1.351522e+00, 2.627757e+00, 1.076187e+00, 1.721271e+00, 1.548425e-10, 4.657513e-10, 6.431757e-10, 5.474203e-10, 5.132636e+01, -1.177664e-01
1.267800e+03, 5.886126e-02, 8.615558e-01, 4.673054e-02, 2.360054e-02, -1.355219e+00, 2.616637e+00, 1.060830e+00, 1.708201e+00, 1.382040e-10, 4.658870e-10, 6.415997e-10, 5.500002e-10, 5.127091e+01, -1.148892e-01
1.271600e+03, 5.732913e-02, 8.616083e-01, 4.717729e-02, 2.375631e-02, -1.358519e+00, 2.605513e+00, 1.045511e+00, 1.695069e+00, 1.201905e-10, 4.659337e-10, 6.401563e-10, 5.525170e-10, 5.121874e+01, -1.119837e-01
1.275400e+03, 5.579110e-02, 8.616580e-01, 4.761902e-02, 2.391167e-02, -1.361388e+00, 2.594389e+00, 1.030227e+00, 1.681877e+00, 1.004033e-10, 4.659496e-10, 6.386516e-10, 5.549824e-10, 5.116987e+01, -1.090510e-01
1.279200e+03, 5.424760e-02, 8.617064e-01, 4.805566e-02, 2.406667e-02, -1.363786e+00, 2.583264e+00, 1.014978e+00, 1.668626e+00, 7.880604e-11, 4.660516e-10, 6.372867e-10, 5.573552e-10, 5.112435e+01, -1.060923e-01
1.283000e+03, 5.269926e-02, 8.617526e-01, 4.848714e-02, 2.422107e-02, -1.365667e+00, 2.572136e+00, 9.997626e-01, 1.655318e+00, 5.496884e-11, 4.661474e-10, 6.359437e-10, 5.596931e-10, 5.108219e+01, -1.031092e-01
1.286800e+03, 5.114657e-02, 8.617970e-01, 4.891343e-02, 2.437509e-02, -1.366980e+00, 2.561006e+00, 9.845787e-01, 1.641955e+00, 2.886108e-11, 4.661557e-10, 6.346747e-10, 5.619650e-10, 5.104343e+01, -1.001028e-01
1.290600e+03, 4.959015e-02, 8.618389e-01, 4.933440e-02, 2.452848e-02, -1.367669e+00, 2.549876e+00, 9.694252e-01, 1.628538e+00, 4.675060e-14, 4.662659e-10, 6.333691e-10, 5.641635e-10, 5.100811e+01, -9.707460e-02
1.294400e+03, 4.803078e-02, 8.618789e-01, 4.974992e-02, 2.468138e-02, -1.367670e+00, 2.538744e+00, 9.543028e-01, 1.615068e+00, -3.180544e-11, 4.662897e-10, 6.321894e-10, 5.662907e-10, 5.097624e+01, -9.402608e-02
1.298200e+03, 4.646921e-02, 8.619161e-01, 5.016014e-02, 2.483354e-02, -1.366910e+00, 2.527611e+00, 9.392085e-01, 1.601547e+00, -6.714488e-11, 4.663472e-10, 6.310289e-10, 5.683754e-10, 5.094785e+01, -9.095868e-02
1.302000e+03, 4.490617e-02, 8.619515e-01, 5.056483e-02, 2.498509e-02, -1.365307e+00, 2.516476e+00, 9.241420e-01, 1.587976e+00, -1.064098e-10, 4.664265e-10, 6.299289e-10, 5.703922e-10, 5.092297e+01, -8.787358e-02
1.305800e+03, 4.334268e-02, 8.619844e-01, 5.096405e-02, 2.513596e-02, -1.362767e+00, 2.505340e+00, 9.091018e-01, 1.574357e+00, -1.501511e-10, 4.664700e-10, 6.288623e-10, 5.723469e-10, 5.090162e+01, -8.477238e-02
1.309600e+03, 4.177998e-02, 8.620161e-01, 5.135758e-02, 2.528609e-02, -1.359182e+00, 2.494202e+00, 8.940870e-01, 1.560692e+00, -1.991140e-10, 4.664879e-10, 6.278008e-10, 5.742449e-10, 5.088382e+01, -8.165688e-02
1.313400e+03, 4.021907e-02, 8.620439e-01, 5.174537e-02, 2.543541e-02, -1.354428e+00, 2.483064e+00, 8.790976e-01, 1.546981e+00, -2.540075e-10, 4.665858e-10, 6.268091e-10, 5.760750e-10, 5.086961e+01, -7.852807e-02
1.317200e+03, 3.866148e-02, 8.620707e-01, 5.212747e-02, 2.558405e-02, -1.348363e+00, 2.471924e+00, 8.641318e-01, 1.533227e+00, -3.157710e-10, 4.666299e-10, 6.258787e-10, 5.778642e-10, 5.085899e+01, -7.538775e-02
1.321000e+03, 3.710888e-02, 8.620947e-01, 5.250375e-02, 2.573174e-02, -1.340823e+00, 2.460783e+00, 8.491883e-01, 1.519430e+00, -3.855060e-10, 4.665996e-10, 6.249095e-10, 5.795638e-10, 5.085200e+01, -7.223754e-02
1.324800e+03, 3.556307e-02, 8.621162e-01, 5.287424e-02, 2.587859e-02, -1.331619e+00, 2.449642e+00, 8.342679e-01, 1.505592e+00, -4.645383e-10, 4.667367e-10, 6.240650e-10, 5.812290e-10, 5.084864e+01, -6.907882e-02
1.328600e+03, 3.402615e-02, 8.621358e-01, 5.323873e-02, 2.602464e-02, -1.320528e+00, 2.438498e+00, 8.193676e-01, 1.491715e+00, -5.542865e-10, 4.667245e-10, 6.231369e-10, 5.828486e-10, 5.084894e+01, -6.591300e-02
1.332400e+03, 3.250092e-02, 8.621525e-01, 5.359729e-02, 2.616968e-02, -1.307294e+00, 2.427355e+00, 8.044895e-01, 1.477798e+00, -6.565976e-10, 4.667426e-10, 6.224003e-10, 5.843789e-10, 5.085291e+01, -6.274210e-02
1.336200e+03, 3.099029e-02, 8.621670e-01, 5.394976e-02, 2.631375e-02, -1.291617e+00, 2.416211e+00, 7.896290e-01, 1.463846e+00, -7.736148e-10, 4.668223e-10, 6.215848e-10, 5.858885e-10, 5.086058e+01, -5.956752e-02
1.340000e+03, 2.949777e-02, 8.621794e-01, 5.429620e-02, 2.645685e-02, -1.273146e+00, 2.405065e+00, 7.747880e-01, 1.449857e+00, -9.076971e-10, 4.668590e-10, 6.208035e-10, 5.873034e-10, 5.087195e+01, -5.639067e-02
1.343800e+03, 2.802775e-02, 8.621891e-01, 5.463651e-02, 2.659898e-02, -1.251473e+00, 2.393918e+00, 7.599656e-01, 1.435834e+00, -1.061643e-09, 4.668894e-10, 6.201182e-10, 5.886839e-10, 5.088703e+01, -5.321336e-02
1.347600e+03, 2.658537e-02, 8.621962e-01, 5.497050e-02, 2.674005e-02, -1.226125e+00, 2.382770e+00, 7.451596e-01, 1.421779e+00, -1.238563e-09, 4.669132e-10, 6.193615e-10, 5.900439e-10, 5.090585e+01, -5.003719e-02
1.351400e+03, 2.517682e-02, 8.622008e-01, 5.529834e-02, 2.687996e-02, -1.196553e+00, 2.371622e+00, 7.303717e-01, 1.407691e+00, -1.441751e-09, 4.669304e-10, 6.187079e-10, 5.912844e-10, 5.092842e+01, -4.686379e-02
1.355200e+03, 2.380958e-02, 8.622030e-01, 5.561984e-02, 2.701889e-02, -1.162130e+00, 2.360474e+00, 7.155994e-01, 1.393573e+00, -1.674514e-09, 4.669410e-10, 6.180423e-10, 5.925279e-10, 5.095474e+01, -4.369476e-02
1.359000e+03, 2.249270e-02, 8.622027e-01, 5.593505e-02, 2.715666e-02, -1.122149e+00, 2.349325e+00, 7.008429e-01, 1.379426e+00, -1.939619e-09, 4.669448e-10, 6.174320e-10, 5.937040e-10, 5.098482e+01, -4.053171e-02
1.362800e+03, 2.123709e-02, 8.622000e-01, 5.624385e-02, 2.729323e-02, -1.075839e+00, 2.338176e+00, 6.861011e-01, 1.365251e+00, -2.238326e-09, 4.670107e-10, 6.168721e-10, 5.948012e-10, 5.101867e+01, -3.737625e-02
1.366600e+03, 2.005591e-02, 8.621949e-01, 5.654620e-02, 2.742869e-02, -1.022396e+00, 2.327026e+00, 6.713725e-01, 1.351049e+00, -2.570034e-09, 4.670369e-10, 6.162608e-10, 5.958739e-10, 5.105629e+01, -3.423020e-02
1.370400e+03, 1.896475e-02, 8.621866e-01, 5.684208e-02, 2.756292e-02, -9.610337e-01, 2.315875e+00, 6.566586e-01, 1.336822e+00, -2.928606e-09, 4.669855e-10, 6.157639e-10, 5.968775e-10, 5.109772e+01, -3.109516e-02
1.374200e+03, 1.798141e-02, 8.621765e-01, 5.713139e-02, 2.769598e-02, -8.911100e-01, 2.304725e+00, 6.419566e-01, 1.322571e+00, -3.302333e-09, 4.670680e-10, 6.152671e-10, 5.979136e-10, 5.114291e+01, -2.797255e-02
1.378000e+03, 1.712637e-02, 8.621632e-01, 5.741415e-02, 2.782767e-02, -8.122631e-01, 2.293573e+00, 6.272664e-01, 1.308295e+00, -3.670769e-09, 4.670716e-10, 6.147294e-10, 5.987713e-10, 5.119191e+01, -2.486437e-02
1.381800e+03, 1.642120e-02, 8.621480e-01, 5.769028e-02, 2.795821e-02, -7.246195e-01, 2.282421e+00, 6.125891e-01, 1.293999e+00, -4.004262e-09, 4.670367e-10, 6.142978e-10, 5.996790e-10, 5.124470e+01, -2.177203e-02
1.385600e+03, 1.588754e-02, 8.621300e-01, 5.795981e-02, 2.808740e-02, -6.290133e-01, 2.271270e+00, 5.979220e-01, 1.279681e+00, -4.267503e-09, 4.670643e-10, 6.137921e-10, 6.004968e-10, 5.130128e+01, -1.869732e-02
1.389400e+03, 1.554454e-02, 8.621093e-01, 5.822257e-02, 2.821526e-02, -5.271219e-01, 2.260119e+00, 5.832671e-01, 1.265343e+00, -4.426220e-09, 4.670484e-10, 6.133771e-10, 6.012542e-10, 5.136166e+01, -1.564180e-02
1.393200e+03, 1.540646e-02, 8.620863e-01, 5.847868e-02, 2.834186e-02, -4.214410e-01, 2.248968e+00, 5.686220e-01, 1.250988e+00, -4.456752e-09, 4.670943e-10, 6.130557e-10, 6.020341e-10, 5.142583e+01, -1.260714e-02
1.397000e+03, 1.548023e-02, 8.620610e-01, 5.872794e-02, 2.846703e-02, -3.150312e-01, 2.237815e+00, 5.539846e-01, 1.236614e+00, -4.354081e-09, 4.671042e-10, 6.126055e-10, 6.027108e-10, 5.149379e+01, -9.594985e-03
1.400800e+03, 1.576406e-02, 8.620325e-01, 5.897054e-02, 2.859082e-02, -2.110727e-01, 2.226662e+00, 5.393580e-01, 1.222223e+00, -4.134231e-09, 4.670316e-10, 6.122830e-10, 6.032871e-10, 5.156553e+01, -6.606966e-03
1.404600e+03, 1.624826e-02, 8.620018e-01, 5.920610e-02, 2.871324e-02, -1.123634e-01, 2.215512e+00, 5.247391e-01, 1.207819e+00, -3.827635e-09, 4.670599e-10, 6.119679e-10, 6.040218e-10, 5.164107e+01, -3.644686e-03
1.408400e+03, 1.691652e-02, 8.619684e-01, 5.943493e-02, 2.883417e-02, -2.097435e-02, 2.204360e+00, 5.101277e-01, 1.193397e+00, -3.470472e-09, 4.670435e-10, 6.116395e-10, 6.045850e-10, 5.172038e+01, -7.097770e-04
1.412200e+03, 1.774898e-02, 8.619325e-01, 5.965685e-02, 2.895380e-02, 6.188700e-02, 2.193209e+00, 4.955241e-01, 1.178962e+00, -3.095465e-09, 4.670613e-10, 6.113385e-10, 6.049283e-10, 5.180345e+01, 2.196148e-03
1.416000e+03, 1.872458e-02, 8.618933e-01, 5.987179e-02, 2.907190e-02, 1.357947e-01, 2.182057e+00, 4.809277e-01, 1.164519e+00, -2.727269e-09, 4.670221e-10, 6.110698e-10, 6.054858e-10, 5.189028e+01, 5.071515e-03
1.419800e+03, 1.982283e-02, 8.618526e-01, 6.007988e-02, 2.918855e-02, 2.009112e-01, 2.170907e+00, 4.663377e-01, 1.150062e+00, -2.381665e-09, 4.669895e-10, 6.108631e-10, 6.060504e-10, 5.198086e+01, 7.914725e-03
1.423600e+03, 2.102508e-02, 8.618087e-01, 6.028088e-02, 2.930367e-02, 2.577761e-01, 2.159757e+00, 4.517527e-01, 1.135592e+00, -2.066865e-09, 4.670468e-10, 6.105990e-10, 6.063798e-10, 5.207517e+01, 1.072421e-02
1.427400e+03, 2.231499e-02, 8.617624e-01, 6.047485e-02, 2.941731e-02, 3.071248e-01, 2.148605e+00, 4.371740e-01, 1.121114e+00, -1.785754e-09, 4.669498e-10, 6.103684e-10, 6.066666e-10, 5.217321e+01, 1.349840e-02
1.431200e+03, 2.367864e-02, 8.617142e-01, 6.066191e-02, 2.952947e-02, 3.497616e-01, 2.137456e+00, 4.226008e-01, 1.106629e+00, -1.537865e-09, 4.669710e-10, 6.102400e-10, 6.069795e-10, 5.227496e+01, 1.623578e-02
